                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.7739,                  2.203,                 1.4413,                0.01699,                0.78161,                0.15442,                0.06476,                  2.158,                 3.8112,                 1.7163,             0.00053241,             0.00053241,             0.00053241
                     15,                 1.7349,                 2.2951,                 1.4542,                0.02305,                0.87356,                0.20103,                0.07808,                  1.935,                 3.5138,                 1.5512,             0.00056464,             0.00056464,             0.00056464
                     16,                  1.777,                 2.1435,                 1.3968,                0.02467,                0.89655,                0.20842,                0.08655,                 1.8712,                 3.3715,                 1.5101,             0.00059599,             0.00059599,             0.00059599
                     17,                 1.6179,                 2.0718,                 1.3446,                0.02499,                0.91954,                0.24774,                0.12547,                 1.8622,                 3.1538,                 1.4395,             0.00062646,             0.00062646,             0.00062646
                     18,                 1.6871,                  2.036,                 1.3964,                 0.0317,                0.96552,                0.35223,                0.17469,                 1.8407,                 2.7322,                 1.3839,             0.00065605,             0.00065605,             0.00065605
                     19,                 1.6277,                 1.8597,                 1.3364,                 0.0439,                0.98851,                0.26307,                0.12608,                 1.7169,                 2.5445,                  1.343,             0.00068476,             0.00068476,             0.00068476
                     20,                 1.7201,                  1.823,                 1.4187,                0.22698,                0.19628,                0.27512,                0.12507,                 1.7571,                 2.4577,                 1.3743,              0.0007126,              0.0007126,              0.0007126
                     21,                 1.7523,                 1.9866,                 1.4599,                 0.6341,                0.10637,                 0.3146,                0.14882,                 1.6928,                 2.3765,                 1.3506,             0.00073955,             0.00073955,             0.00073955
                     22,                 1.7136,                 2.3942,                 1.4438,                0.63553,                0.11177,                0.36867,                0.13733,                 1.7004,                 2.4307,                 1.3108,             0.00076562,             0.00076562,             0.00076562
                     23,                 1.6121,                 1.8875,                 1.3486,                0.60048,                0.18564,                0.34064,                0.14334,                 1.6821,                 2.5318,                 1.2994,             0.00079081,             0.00079081,             0.00079081
                     24,                 1.6915,                 1.9414,                 1.4439,                0.91623,                0.06854,                0.31154,                0.14067,                   1.74,                 2.6129,                 1.3432,             0.00081512,             0.00081512,             0.00081512
                     25,                 1.6452,                 1.9154,                  1.359,                0.94726,                 0.1835,                0.26968,                0.11402,                 1.9261,                 2.4983,                 1.4823,             0.00083856,             0.00083856,             0.00083856
                     26,                  1.586,                 2.0647,                 1.3913,                 0.5897,                0.19154,                0.27126,                0.11856,                 1.9618,                 2.4289,                 1.5049,             0.00083603,             0.00083603,             0.00083603
                     27,                 1.4024,                 2.0028,                 1.2898,                0.88628,                 0.1777,                0.29081,                0.14322,                 1.9095,                 2.3811,                 1.4859,             0.00083603,             0.00083603,             0.00083603
                     28,                  1.434,                 1.7265,                 1.2514,                0.90035,                0.17241,                0.39142,                0.21404,                 1.9178,                 2.4243,                 1.4949,             0.00082503,             0.00082503,             0.00082503
                     29,                 1.5006,                 1.7765,                 1.3169,                0.90444,                0.17164,                0.36602,                 0.2039,                 1.9297,                 2.5579,                 1.5325,             0.00081403,             0.00081403,             0.00081403
                     30,                 1.5636,                 1.7398,                  1.332,                0.90681,                0.18391,                0.36694,                0.19085,                 1.8305,                 2.2491,                 1.4126,             0.00080303,             0.00080303,             0.00080303
                     31,                 1.4886,                 1.8489,                 1.2863,                0.53506,                0.21839,                 0.3791,                0.18337,                 1.8885,                 1.9608,                 1.4135,             0.00079203,             0.00079203,             0.00079203
                     32,                 1.4882,                 1.6602,                 1.3014,                0.54453,                0.26437,                0.36657,                0.17122,                 1.9166,                  1.851,                 1.4206,             0.00078103,             0.00078103,             0.00078103
                     33,                  1.609,                 1.6956,                 1.4068,                0.55205,                0.26437,                0.36887,                0.15986,                 1.8485,                 1.8716,                 1.3667,             0.00077003,             0.00077003,             0.00077003
                     34,                 1.5018,                 1.7302,                  1.277,                 0.9576,                 0.2069,                0.32309,                0.14363,                 1.7684,                 1.8971,                 1.3238,             0.00075904,             0.00075904,             0.00075904
                     35,                 1.4992,                 1.7193,                 1.3139,                0.92249,                0.24138,                0.34563,                0.15623,                 1.7676,                 2.0585,                  1.334,             0.00074804,             0.00074804,             0.00074804
                     36,                 1.3954,                  1.729,                 1.2987,                0.92222,                0.22989,                0.34772,                0.14667,                 1.7882,                 2.0982,                 1.3989,             0.00073704,             0.00073704,             0.00073704
                     37,                 1.4672,                 1.6161,                 1.2873,                 0.8316,                0.58621,                0.68792,                0.23923,                 1.8603,                   1.85,                 1.4576,             0.00072604,             0.00072604,             0.00072604
                     38,                 1.3727,                 1.4896,                 1.2278,                0.88842,                0.56322,                0.70565,                0.29688,                 1.8496,                 1.7075,                 1.4692,             0.00071504,             0.00071504,             0.00071504
                     39,                 1.3209,                 1.4684,                 1.2124,                0.89438,                0.58621,                0.70695,                0.33353,                 1.8706,                 1.6722,                  1.453,             0.00070404,             0.00070404,             0.00070404
                     40,                 1.3736,                 1.4879,                 1.2073,                0.85593,                 0.5977,                0.67971,                0.32159,                 1.9175,                 1.6279,                 1.4554,             0.00069304,             0.00069304,             0.00069304
                     41,                 1.3572,                 1.5037,                 1.2484,                0.72105,                0.58621,                 0.6422,                0.32653,                 1.9163,                 1.7306,                 1.4577,             0.00068204,             0.00068204,             0.00068204
                     42,                 1.2805,                  1.684,                 1.2545,                0.75924,                0.57471,                 0.4596,                0.22586,                 1.9257,                 1.7512,                 1.4664,             0.00067104,             0.00067104,             0.00067104
                     43,                 1.3554,                 1.5796,                 1.2274,                0.75521,                0.57471,                0.45239,                0.21118,                 1.9523,                 1.7405,                 1.4716,             0.00066005,             0.00066005,             0.00066005
                     44,                  1.335,                 1.3907,                 1.2176,                0.84133,                0.58621,                0.61711,                0.30885,                 1.9015,                 1.7056,                 1.4798,             0.00064905,             0.00064905,             0.00064905
                     45,                 1.3043,                 1.4895,                 1.2358,                0.86408,                0.55172,                0.61525,                0.29985,                 1.9475,                 2.0017,                 1.5267,             0.00063805,             0.00063805,             0.00063805
                     46,                 1.2608,                 1.2909,                 1.1864,                0.34433,                0.54023,                0.59164,                0.29184,                 1.9215,                  2.262,                 1.5211,             0.00062705,             0.00062705,             0.00062705
                     47,                 1.3251,                 1.3947,                 1.1784,                0.47801,                0.81455,                0.63924,                0.24524,                 1.9383,                 2.5122,                 1.5521,             0.00061605,             0.00061605,             0.00061605
                     48,                 1.2883,                 1.4297,                 1.2644,                0.52256,                0.83908,                0.64523,                 0.2374,                 2.0026,                  2.627,                 1.6224,             0.00060505,             0.00060505,             0.00060505
                     49,                 1.2424,                  1.321,                 1.1665,                0.68222,                0.49029,                0.73064,                0.25045,                 1.9679,                 2.4638,                 1.5881,             0.00059405,             0.00059405,             0.00059405
                     50,                 1.3192,                 1.3822,                 1.2258,                0.60495,                0.57471,                0.61658,                0.27203,                 1.9607,                 2.1437,                 1.5338,             0.00058305,             0.00058305,             0.00058305
                     51,                 1.2376,                 1.3564,                 1.2069,                0.57465,                0.58621,                0.61789,                0.25974,                 1.8344,                 1.8905,                 1.4243,             0.00057205,             0.00057205,             0.00057205
                     52,                 1.1946,                  1.276,                 1.1962,                0.52113,                0.60452,                 0.6219,                0.29761,                 1.7881,                 1.6733,                 1.4035,             0.00056105,             0.00056105,             0.00056105
                     53,                 1.2083,                 1.3072,                 1.0982,                0.48548,                0.63218,                0.62386,                0.26501,                 1.7717,                 1.5202,                 1.3988,             0.00055006,             0.00055006,             0.00055006
                     54,                 1.3565,                 1.6891,                 1.3057,                0.84485,                0.63218,                0.63545,                 0.2787,                 1.7731,                 1.4368,                 1.3883,             0.00053906,             0.00053906,             0.00053906
                     55,                 1.2929,                 1.2775,                 1.2281,                0.97087,                0.26437,                0.69332,                0.33398,                 1.8518,                 1.4722,                 1.4069,             0.00052806,             0.00052806,             0.00052806
                     56,                 1.1209,                 1.1211,                 1.0759,                0.95212,                0.27418,                 0.6796,                0.29817,                 1.8678,                 1.5794,                 1.4292,             0.00051706,             0.00051706,             0.00051706
                     57,                  1.087,                 1.1355,                 1.0849,                0.73719,                0.63218,                0.64513,                0.28856,                 1.8377,                 1.6292,                 1.4195,             0.00050606,             0.00050606,             0.00050606
                     58,                 1.0884,                 1.0949,                 1.0692,                0.85593,                 0.5977,                0.62423,                0.33392,                 1.8384,                 1.5386,                 1.4083,             0.00049506,             0.00049506,             0.00049506
                     59,                 1.1687,                  1.154,                 1.1206,                0.92093,                0.56752,                0.62349,                0.32441,                 1.8826,                 1.5305,                 1.4175,             0.00048406,             0.00048406,             0.00048406
                     60,                 1.1256,                 1.1123,                 1.1345,                0.83763,                0.52441,                 0.5951,                0.25872,                 1.9725,                 1.5908,                 1.4848,             0.00047306,             0.00047306,             0.00047306
                     61,                 1.0903,                 1.3394,                 1.1142,                0.80746,                0.54597,                0.60974,                0.23955,                 1.9935,                 1.7261,                  1.511,             0.00046206,             0.00046206,             0.00046206
                     62,                 1.2172,                 1.2184,                 1.1393,                0.77951,                0.51724,                0.62676,                0.28018,                 1.8977,                 1.8578,                  1.457,             0.00045107,             0.00045107,             0.00045107
                     63,                 1.0846,                 1.1059,                 1.0676,                0.81442,                0.50948,                0.74338,                0.39595,                 1.8098,                 1.8947,                  1.417,             0.00044007,             0.00044007,             0.00044007
                     64,                 1.0888,                 1.1216,                 1.0887,                0.89224,                0.51189,                0.92284,                0.53859,                 1.7972,                 1.8572,                 1.4095,             0.00042907,             0.00042907,             0.00042907
                     65,                 0.9883,                  1.085,                 1.0277,                0.83884,                0.58621,                0.92795,                0.53849,                 1.8255,                  1.783,                 1.4127,             0.00041807,             0.00041807,             0.00041807
                     66,                 1.1096,                  1.406,                 1.1627,                0.84743,                0.91954,                0.94029,                0.53576,                  1.875,                 1.7609,                 1.4606,             0.00040707,             0.00040707,             0.00040707
                     67,                 1.0691,                 1.0485,                 1.0656,                0.85417,                0.59452,                0.94325,                0.52604,                 1.9266,                 1.6978,                  1.485,             0.00039607,             0.00039607,             0.00039607
                     68,                0.98308,                  1.023,                 1.0669,                0.86685,                0.60368,                0.94523,                0.50318,                 1.9242,                 1.6156,                 1.4687,             0.00038507,             0.00038507,             0.00038507
                     69,                 1.2398,                 1.2134,                  1.175,                0.86891,                 0.5977,                0.77684,                0.39726,                 1.8481,                 1.5726,                 1.4369,             0.00037407,             0.00037407,             0.00037407
                     70,                0.99657,                 1.0994,                 1.0887,                0.87743,                0.58621,                0.71935,                0.37734,                 1.7701,                  1.554,                 1.3974,             0.00036307,             0.00036307,             0.00036307
                     71,                 1.0964,                 1.1174,                 1.0702,                0.88357,                0.58072,                0.71741,                0.37489,                 1.7573,                  1.551,                  1.389,             0.00035208,             0.00035208,             0.00035208
                     72,                 1.0862,                 1.0461,                 1.1043,                0.87355,                0.58621,                0.71441,                0.36639,                 1.7623,                 1.5652,                 1.3889,             0.00034108,             0.00034108,             0.00034108
                     73,                 1.0379,                 1.0027,                 1.0562,                 0.8254,                 0.5977,                0.71448,                0.35821,                 1.7791,                 1.5216,                 1.3843,             0.00033008,             0.00033008,             0.00033008
                     74,                0.96272,                 1.0052,                 1.0516,                0.51093,                0.60698,                0.71804,                0.40608,                 1.7702,                 1.4881,                 1.3836,             0.00031908,             0.00031908,             0.00031908
                     75,                0.98558,                0.99692,                 1.0405,                0.57837,                0.28736,                0.72272,                0.43971,                 1.7788,                 1.4853,                 1.3872,             0.00030808,             0.00030808,             0.00030808
                     76,                0.99056,                 1.0168,                 1.0541,                0.58553,                0.28587,                0.69044,                0.39392,                 1.7875,                 1.5104,                 1.3837,             0.00029708,             0.00029708,             0.00029708
                     77,                 0.9494,                 1.0965,                  1.058,                0.58478,                0.28245,                0.69017,                0.39575,                 1.7782,                 1.5455,                 1.3752,             0.00028608,             0.00028608,             0.00028608
                     78,                0.99844,                 1.1735,                 1.1081,                0.58799,                0.27586,                0.68554,                0.39917,                 1.7503,                 1.6003,                 1.3417,             0.00027508,             0.00027508,             0.00027508
                     79,                 1.0388,                 1.1056,                 1.0805,                0.59053,                0.27586,                0.68427,                0.44037,                  1.742,                 1.6644,                 1.3344,             0.00026408,             0.00026408,             0.00026408
                     80,                0.99001,                 1.0188,                 1.0385,                0.92234,                0.26437,                0.64438,                0.41534,                 1.7491,                 1.6338,                 1.3325,             0.00025309,             0.00025309,             0.00025309
                     81,                 1.0314,                  1.085,                  1.058,                0.91406,                0.26437,                 0.6257,                0.40005,                 1.7629,                 1.5919,                 1.3346,             0.00024209,             0.00024209,             0.00024209
                     82,                0.92356,                 1.0192,                 1.0352,                0.91433,                0.26437,                0.61729,                0.36081,                 1.7887,                 1.6049,                 1.3596,             0.00023109,             0.00023109,             0.00023109
                     83,                0.96641,                0.94984,                 1.0218,                0.90679,                0.26437,                0.61508,                0.35743,                 1.7897,                 1.6148,                 1.3752,             0.00022009,             0.00022009,             0.00022009
                     84,                0.93506,                 1.0179,                  1.062,                0.90844,                 0.5977,                0.62609,                0.36276,                 1.7847,                 1.6306,                 1.3783,             0.00020909,             0.00020909,             0.00020909
                     85,                 1.0752,                 1.0293,                 1.0259,                0.89654,                 0.5977,                 0.6366,                0.37218,                 1.7469,                 1.6348,                 1.3596,             0.00019809,             0.00019809,             0.00019809
                     86,                 1.0068,                0.98792,                 1.0725,                0.90433,                 0.5977,                0.64844,                0.38879,                 1.7022,                  1.625,                 1.3304,             0.00018709,             0.00018709,             0.00018709
                     87,                0.79918,                0.85059,                0.96564,                0.89545,                 0.5977,                  0.685,                 0.4152,                 1.6664,                  1.611,                 1.3129,             0.00017609,             0.00017609,             0.00017609
                     88,                0.91289,                 1.0529,                 1.0338,                0.91154,                 0.6092,                0.67063,                0.40962,                 1.6345,                 1.5699,                 1.3002,             0.00016509,             0.00016509,             0.00016509
                     89,                0.98429,                0.99625,                 1.0493,                0.93444,                0.27586,                0.66128,                0.40072,                 1.6374,                 1.5574,                 1.3133,              0.0001541,              0.0001541,              0.0001541
                     90,                0.96971,                0.99409,                 1.0178,                0.92977,                0.27586,                 0.6925,                0.45572,                 1.6564,                 1.5298,                 1.3269,              0.0001431,              0.0001431,              0.0001431
                     91,                0.93244,                 1.1295,                 1.0174,                0.91548,                0.28736,                0.69226,                0.44283,                 1.6894,                 1.4932,                 1.3436,              0.0001321,              0.0001321,              0.0001321
                     92,                0.95224,                 1.1213,                 1.0852,                0.90425,                0.28736,                 0.6864,                0.43379,                 1.7412,                 1.4979,                  1.374,              0.0001211,              0.0001211,              0.0001211
                     93,                 1.0362,                  1.201,                 1.0822,                0.90485,                0.28776,                0.68626,                0.45984,                 1.8065,                 1.5155,                 1.4057,              0.0001101,              0.0001101,              0.0001101
                     94,                0.98583,                 1.6202,                 1.1641,                0.57682,                0.27586,                 0.6867,                0.45786,                 1.8614,                 1.5422,                 1.4342,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                0.97401,                 1.1123,                 1.0442,                0.57856,                0.27586,                 0.6861,                0.44572,                 1.8815,                 1.5641,                 1.4471,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.98749,                 1.1304,                 1.0865,                0.57942,                0.27586,                0.68305,                0.44398,                 1.8867,                 1.5763,                 1.4552,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                 1.0578,                 1.1639,                  1.047,                0.94956,                0.25287,                0.66492,                0.43408,                 1.8859,                  1.597,                 1.4599,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                 1.0021,                 1.2422,                 1.0414,                0.58041,                0.27586,                0.66431,                0.43395,                 1.8765,                 1.5971,                 1.4519,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                 1.0095,                 1.1096,                 1.0222,                0.57904,                0.27586,                0.68014,                0.41183,                 1.8639,                 1.5803,                 1.4388,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                 0.9667,                 1.1281,                 1.0485,                0.57747,                0.27586,                0.66262,                  0.405,                 1.8511,                 1.5701,                 1.4311,             3.3108e-05,             3.3108e-05,             3.3108e-05
