                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                 1.3111,                   1.59,                 1.2287,                0.78338,                0.12821,                0.09618,                0.05238,                  1.822,                  3.042,                 1.4116,             0.00055807,             0.00055807,             0.00055807
                     46,                 1.4802,                 1.6681,                 1.2935,                0.80763,                0.12821,                 0.1192,                0.06534,                  1.857,                 2.9346,                 1.4229,             0.00056061,             0.00056061,             0.00056061
                     47,                 1.4151,                 1.5582,                 1.2467,                0.80763,                0.12821,                 0.1192,                0.06534,                  1.857,                 2.9346,                 1.4229,              0.0005627,              0.0005627,              0.0005627
                     48,                 1.3143,                 1.7664,                 1.2398,                0.90165,                0.12821,                0.16471,                0.10019,                 1.7313,                 2.7473,                  1.396,             0.00056435,             0.00056435,             0.00056435
                     49,                  1.417,                 1.7488,                 1.2498,                0.90165,                0.12821,                0.16471,                0.10019,                 1.7313,                 2.7473,                  1.396,             0.00056556,             0.00056556,             0.00056556
                     50,                 1.4146,                  1.655,                 1.2244,                0.97882,                0.12821,                0.18241,                0.10334,                 1.8608,                 2.7038,                  1.479,             0.00056633,             0.00056633,             0.00056633
                     51,                 1.3657,                 1.7632,                 1.2625,                0.97882,                0.12821,                0.18241,                0.10334,                 1.8608,                 2.7038,                  1.479,             0.00056105,             0.00056105,             0.00056105
                     52,                 1.3507,                 1.5883,                 1.2116,                0.50792,                 0.3616,                0.28191,                 0.1501,                 1.8657,                 2.5662,                 1.4569,             0.00056105,             0.00056105,             0.00056105
                     53,                 1.3682,                 1.5604,                 1.2185,                0.50792,                 0.3616,                0.28191,                 0.1501,                 1.8657,                 2.5662,                 1.4569,             0.00055006,             0.00055006,             0.00055006
                     54,                 1.1992,                 1.5175,                 1.1486,                0.52579,                0.43608,                0.26159,                 0.1318,                 1.8494,                 2.6587,                 1.4158,             0.00053906,             0.00053906,             0.00053906
                     55,                 1.3701,                 1.5893,                 1.2458,                0.52579,                0.43608,                0.26159,                 0.1318,                 1.8494,                 2.6587,                 1.4158,             0.00052806,             0.00052806,             0.00052806
                     56,                 1.2793,                 1.6331,                 1.2019,                0.53985,                0.51261,                0.21772,                0.11548,                 1.8525,                 2.8757,                 1.4569,             0.00051706,             0.00051706,             0.00051706
                     57,                 1.3456,                 1.6128,                  1.181,                0.53985,                0.51261,                0.21772,                0.11548,                 1.8525,                 2.8757,                 1.4569,             0.00050606,             0.00050606,             0.00050606
                     58,                 1.4415,                 1.5499,                 1.3235,                0.52206,                0.48718,                0.20917,                0.10874,                 1.8754,                 3.0755,                 1.4992,             0.00049506,             0.00049506,             0.00049506
                     59,                 1.4439,                 1.6483,                 1.2705,                0.52206,                0.48718,                0.20917,                0.10874,                 1.8754,                 3.0755,                 1.4992,             0.00048406,             0.00048406,             0.00048406
                     60,                 1.2454,                 1.4824,                 1.1919,                0.51795,                0.46154,                0.23252,                0.11448,                 1.8106,                 3.0435,                  1.461,             0.00047306,             0.00047306,             0.00047306
                     61,                 1.2236,                 1.4536,                  1.106,                0.51795,                0.46154,                0.23252,                0.11448,                 1.8106,                 3.0435,                  1.461,             0.00046206,             0.00046206,             0.00046206
                     62,                 1.2811,                 1.9412,                 1.1885,                0.49799,                0.48616,                0.23642,                0.10496,                 1.8672,                 3.0777,                 1.5145,             0.00045107,             0.00045107,             0.00045107
                     63,                 1.2808,                 1.4841,                 1.2167,                0.49799,                0.48616,                0.23642,                0.10496,                 1.8672,                 3.0777,                 1.5145,             0.00044007,             0.00044007,             0.00044007
                     64,                  1.271,                  1.556,                 1.2085,                0.47886,                0.53846,                0.22237,                0.09953,                 1.8817,                 3.0121,                 1.5394,             0.00042907,             0.00042907,             0.00042907
                     65,                 1.3292,                 1.6382,                 1.2791,                0.47886,                0.53846,                0.22237,                0.09953,                 1.8817,                 3.0121,                 1.5394,             0.00041807,             0.00041807,             0.00041807
                     66,                 1.1701,                 1.4176,                 1.1621,                0.53183,                0.55776,                0.21387,                 0.1033,                 1.8961,                 2.9832,                 1.5527,             0.00040707,             0.00040707,             0.00040707
                     67,                 1.3721,                  1.607,                  1.282,                0.53183,                0.55776,                0.21387,                 0.1033,                 1.8961,                 2.9832,                 1.5527,             0.00039607,             0.00039607,             0.00039607
                     68,                 1.1269,                 1.4029,                 1.1134,                0.47021,                0.38534,                0.20428,                0.07793,                 1.8872,                 2.9365,                  1.567,             0.00038507,             0.00038507,             0.00038507
